,_id,goal,target,indicator,seriesCode,seriesDesc,release,geoAreaCode,geoAreaName,parentCode,parentName,type,ISO3,UN_Member,X,Y,boundsCode,boundsDesc,unitsCode,unitsDesc,unitmultiplierCode,unitmultiplierDesc,reportingTypeCode,reportingTypeDesc,valueDetails,footnotes,sources,timeDetails,nature,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_latest_year,latest_year,ObjectId
280,291,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,218,Ecuador,5,America,Country,ECU,1,-78.37005241,-1.447785891,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,68.0,58.0,56.0,64.0,58.0,40.0,41.0,43.0,42.0,40.0,40.0,42.0,44.0,42.0,41.0,39.0,40.0,43.0,43.0,2017.0,291
283,294,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,222,El Salvador,13,America,Country,SLV,1,-88.86862995,13.73603564,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,32.0,31.0,33.0,29.0,29.0,37.0,34.0,34.0,35.0,34.0,34.0,38.0,41.0,44.0,44.0,49.0,60.0,72.0,72.0,2017.0,294
286,297,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,226,Equatorial Guinea,17,Africa,Country,GNQ,1,10.46535826,1.565792376,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,96.0,98.0,101.0,102.0,104.0,106.0,109.0,113.0,117.0,123.0,129.0,136.0,144.0,153.0,162.0,172.0,181.0,191.0,191.0,2017.0,297
289,300,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,231,Ethiopia,14,Africa,Country,ETH,1,39.63505296,8.631223181,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,421.0,409.0,393.0,376.0,358.0,341.0,325.0,310.0,296.0,282.0,268.0,253.0,239.0,224.0,207.0,192.0,177.0,164.0,164.0,2017.0,300
292,303,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,232,Eritrea,14,Africa,Country,ERI,1,38.11074289,16.12894644,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,177.0,175.0,173.0,208.0,181.0,149.0,123.0,145.0,116.0,111.0,108.0,112.0,114.0,101.0,83.0,70.0,74.0,67.0,67.0,2017.0,303
295,306,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,233,Estonia,154,Europe,Country,EST,1,25.84093481,58.68487172,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,65.0,59.0,52.0,49.0,45.0,41.0,36.0,39.0,34.0,31.0,25.0,25.0,22.0,23.0,21.0,18.0,16.0,15.0,15.0,2017.0,306
307,318,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,242,Fiji,54,Ocean Islands,Country,FJI,1,177.9660884,-17.83301566,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,22.0,28.0,23.0,28.0,20.0,20.0,17.0,14.0,16.0,21.0,27.0,31.0,30.0,36.0,53.0,51.0,43.0,49.0,49.0,2017.0,318
310,321,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,246,Finland,154,Europe,Country,FIN,1,23.308447,61.91586738,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,12.0,10.0,9.9,8.7,7.0,7.4,6.1,6.5,7.2,8.7,6.6,6.7,5.5,5.6,5.3,5.6,4.7,4.9,4.9,2017.0,321
312,323,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,504,Morocco,15,Africa,Country,MAR,1,-6.281942841,31.8440131,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,115.0,111.0,116.0,103.0,99.0,99.0,97.0,94.0,98.0,98.0,101.0,100.0,99.0,99.0,101.0,101.0,103.0,99.0,99.0,2017.0,323
315,326,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,508,Mozambique,14,Africa,Country,MOZ,1,38.18479941,-14.27963886,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,513.0,515.0,517.0,518.0,520.0,523.0,526.0,531.0,536.0,540.0,545.0,548.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,2017.0,326
318,329,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,512,Oman,145,Asia,Country,OMN,1,57.87743482,21.98805614,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,16.0,15.0,14.0,12.0,14.0,12.0,15.0,14.0,15.0,13.0,12.0,12.0,13.0,10.0,10.0,9.0,9.0,6.7,6.7,2017.0,329
321,332,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,516,Namibia,18,Africa,Country,NAM,1,17.21907885,-22.13817068,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,711.0,845.0,846.0,912.0,935.0,918.0,892.0,833.0,798.0,701.0,649.0,610.0,552.0,518.0,480.0,495.0,446.0,423.0,423.0,2017.0,332
324,335,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,520,Nauru,57,Ocean Islands,Country,NRU,1,166.92313,-0.528742623,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,46.0,34.0,57.0,34.0,79.0,125.0,137.0,34.0,58.0,46.0,34.0,56.0,65.0,75.0,83.0,102.0,101.0,91.0,91.0,2017.0,335
327,338,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,524,Nepal,34,Asia,Country,NPL,1,83.94678863,28.25866332,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,163.0,162.0,161.0,159.0,158.0,156.0,154.0,152.0,152.0,2017.0,338
330,341,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,528,Netherlands,155,Europe,Country,NLD,1,5.331480568,51.86728884,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,9.0,10.0,9.7,9.3,9.3,7.9,7.0,6.5,6.7,7.8,7.1,6.7,6.3,5.7,5.5,5.8,5.9,5.2,5.2,2017.0,341
333,344,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,530,Netherlands Antilles,29,Ocean Islands,Country,ANT,0,-68.30676179,12.22720635,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,3.2,5.9,9.9,5.9,7.2,5.2,3.2,3.5,3.3,3.1,,,,,,,,,3.1,2009.0,344
336,347,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,531,Curaçao,29,Ocean Islands,Country,CUW,0,-68.95033464,12.15058042,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,,,,,,,,,,,3.9,0.76,0.75,1.5,3.7,5.8,2.9,6.4,6.4,2017.0,347
339,350,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,533,Aruba,29,Ocean Islands,Country,ABW,0,-69.97050586,12.50878756,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,7.5,7.8,8.2,8.5,8.8,9.2,9.5,9.9,10.0,11.0,6.8,9.0,31.0,12.0,2.2,13.0,15.0,8.7,8.7,2017.0,350
342,353,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,534,Sint Maarten (Dutch part),29,Ocean Islands,Country,SXM,0,-63.06198692,18.03926508,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,,,,,,,,,,,10.0,6.8,3.3,6.3,0.0,5.9,0.0,14.0,14.0,2017.0,353
345,356,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,540,New Caledonia,54,Ocean Islands,Country,NCL,0,165.5067368,-21.41742531,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,51.0,32.0,34.0,19.0,31.0,23.0,24.0,23.0,24.0,25.0,22.0,23.0,17.0,19.0,13.0,24.0,16.0,14.0,14.0,2017.0,356
348,359,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,548,Vanuatu,54,Ocean Islands,Country,VUT,1,167.0679779,-15.34445547,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,110.0,123.0,69.0,69.0,86.0,83.0,80.0,77.0,74.0,72.0,69.0,67.0,65.0,62.0,63.0,63.0,56.0,51.0,51.0,2017.0,359
351,362,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,554,New Zealand,53,Australia and New Zealand,Country,NZL,1,170.4755673,-43.98721568,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,10.0,11.0,9.5,12.0,10.0,9.2,9.5,7.4,7.8,7.9,7.9,7.9,7.5,6.9,7.5,7.3,7.3,7.5,7.5,2017.0,362
354,365,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,558,Nicaragua,13,America,Country,NIC,1,-85.03060315,12.84210839,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,60.0,60.0,51.0,54.0,52.0,44.0,46.0,52.0,52.0,50.0,53.0,58.0,59.0,58.0,55.0,51.0,48.0,45.0,45.0,2017.0,365
357,368,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,562,Niger,11,Africa,Country,NER,1,9.400167877,17.42143036,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,191.0,179.0,168.0,159.0,151.0,143.0,136.0,129.0,123.0,118.0,113.0,109.0,105.0,102.0,98.0,95.0,93.0,90.0,90.0,2017.0,368
360,371,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,566,Nigeria,11,Africa,Country,NGA,1,8.097363256,9.585789025,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,219.0,2017.0,371
363,374,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,570,Niue,61,Ocean Islands,Country,NIU,0,-169.8601693,-19.05000475,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,28.0,71.0,71.0,2017.0,374
369,380,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,578,Norway,154,Europe,Country,NOR,1,11.47846389,61.34311134,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,5.6,7.0,6.1,8.4,7.1,6.9,6.8,6.9,7.2,7.8,6.9,7.4,7.9,8.2,6.8,6.3,6.1,5.1,5.1,2017.0,380
372,383,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,580,Northern Mariana Islands,57,Ocean Islands,Country,MNP,0,145.7582114,15.19099517,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,125.0,96.0,89.0,77.0,93.0,103.0,95.0,85.0,56.0,78.0,68.0,71.0,69.0,70.0,55.0,59.0,59.0,81.0,81.0,2017.0,383
373,384,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,752,Sweden,154,Europe,Country,SWE,1,14.3775338,60.60103109,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,5.4,5.1,4.8,5.1,5.5,6.9,6.2,5.8,6.4,7.1,7.5,6.5,7.1,7.3,7.5,9.2,8.2,5.7,5.7,2017.0,384
379,390,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,583,Micronesia (Federated States of),57,Ocean Islands,Country,FSM,1,158.225216,6.880670092,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,106.0,121.0,148.0,124.0,138.0,115.0,123.0,167.0,196.0,178.0,198.0,179.0,174.0,180.0,226.0,124.0,177.0,165.0,165.0,2017.0,390
382,393,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,584,Marshall Islands,57,Ocean Islands,Country,MHL,1,171.0839119,7.110213497,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,81.0,134.0,122.0,144.0,281.0,267.0,334.0,379.0,299.0,337.0,460.0,331.0,344.0,353.0,336.0,326.0,422.0,480.0,480.0,2017.0,393
385,396,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,585,Palau,57,Ocean Islands,Country,PLW,1,134.5733878,7.502307591,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,65.0,65.0,65.0,53.0,29.0,58.0,69.0,63.0,85.0,107.0,107.0,67.0,22.0,44.0,76.0,76.0,123.0,106.0,106.0,2017.0,396
388,399,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,586,Pakistan,34,Asia,Country,PAK,1,68.80479684,29.36491634,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,275.0,275.0,275.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,275.0,270.0,270.0,268.0,267.0,267.0,2017.0,399
391,402,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,591,Panama,13,America,Country,PAN,1,-81.26616623,8.450965746,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,48.0,70.0,63.0,63.0,65.0,61.0,60.0,58.0,58.0,54.0,53.0,55.0,50.0,47.0,47.0,52.0,56.0,54.0,54.0,2017.0,402
394,405,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,598,Papua New Guinea,54,Ocean Islands,Country,PNG,1,145.8587761,-6.756057077,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,2017.0,405
397,408,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,600,Paraguay,5,America,Country,PRY,1,-60.54854225,-21.70216237,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,42.0,44.0,44.0,47.0,47.0,43.0,48.0,44.0,42.0,44.0,42.0,43.0,44.0,40.0,39.0,41.0,42.0,44.0,44.0,2017.0,408
400,411,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,604,Peru,5,America,Country,PER,1,-71.82093277,-13.58939705,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,186.0,177.0,170.0,149.0,153.0,153.0,153.0,143.0,140.0,137.0,132.0,131.0,123.0,122.0,121.0,119.0,117.0,116.0,116.0,2017.0,411
403,414,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,608,Philippines,35,Asia,Country,PHL,1,120.8601418,14.16591706,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,590.0,579.0,569.0,559.0,549.0,539.0,530.0,520.0,524.0,528.0,531.0,535.0,539.0,543.0,546.0,550.0,554.0,554.0,554.0,2017.0,414
409,420,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,616,Poland,151,Europe,Country,POL,1,19.40660158,52.1226733,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,33.0,30.0,30.0,30.0,26.0,25.0,24.0,24.0,22.0,23.0,21.0,24.0,21.0,21.0,20.0,19.0,18.0,17.0,17.0,2017.0,420
412,423,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,620,Portugal,39,Europe,Country,PRT,1,-7.961599811,39.68509315,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,47.0,48.0,48.0,44.0,39.0,36.0,35.0,32.0,30.0,29.0,28.0,27.0,27.0,26.0,24.0,23.0,20.0,20.0,20.0,2017.0,423
415,426,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,624,Guinea-Bissau,11,Africa,Country,GNB,1,-14.40182514,12.11760394,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,305.0,317.0,330.0,342.0,353.0,361.0,366.0,367.0,368.0,369.0,372.0,376.0,382.0,387.0,369.0,373.0,374.0,374.0,374.0,2017.0,426
418,429,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,626,Timor-Leste,35,Asia,Country,TLS,1,125.9451052,-8.797497247,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,,,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,2017.0,429
421,432,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,756,Switzerland,155,Europe,Country,CHE,1,8.223158,46.96617097,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,9.3,8.8,9.4,9.0,8.6,8.0,7.3,6.4,7.0,7.5,7.5,7.6,6.0,6.6,5.9,7.3,7.8,7.2,7.2,2017.0,432
424,435,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,760,Syrian Arab Republic,145,Asia,Country,SYR,1,38.50466565,35.01676176,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,39.0,37.0,35.0,35.0,32.0,29.0,26.0,27.0,23.0,24.0,22.0,22.0,18.0,17.0,23.0,19.0,21.0,19.0,19.0,2017.0,435
428,439,3,3.3,2002-03-03T00:00:00,SH_TBS_INCID,"Tuberculosis incidence (per 100,000 population)",2019.Q2.G.01,762,Tajikistan,143,Asia,Country,TJK,1,69.294998,38.43069666,_T,Mid-point,PER_100000_POP,"Per 100,000 population",,,G,Global,,"Data extracted as of 20 January 2019, based on data originally compiled for the 2018 WHO Global TB Report",WHO Global Tuberculosis Report 2018 (http://www.who.int/tb/data/),,E: Estimated data,219.0,222.0,220.0,215.0,207.0,196.0,183.0,169.0,155.0,141.0,128.0,117.0,108.0,100.0,91.0,86.0,85.0,85.0,85.0,2017.0,439
