,ConditionName,ConditionSNOMED,PathogenName,PathogenTaxonID,Fatalities,CountryName,CountryISO,Admin1Name,Admin1ISO,Admin2Name,CityName,PeriodStartDate,PeriodEndDate,AgeRange,SourceName,CountValue,Year
177936,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,LOUISIANA,US-LA,EAST BATON ROUGE PARISH,BATON ROUGE,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
24043,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,LOUISIANA,US-LA,ORLEANS PARISH,NEW ORLEANS,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,11,1941
199684,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,LOUISIANA,US-LA,OUACHITA PARISH,MONROE,1921-02-06,1921-02-12,0-130,US Nationally Notifiable Disease Surveillance System,1,1921
240065,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,LOUISIANA,US-LA,RAPIDES PARISH,ALEXANDRIA,1921-01-23,1921-01-29,0-130,US Nationally Notifiable Disease Surveillance System,3,1921
234724,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MAINE,US-ME,ANDROSCOGGIN COUNTY,AUBURN,1923-04-29,1923-05-05,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
234918,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MAINE,US-ME,ANDROSCOGGIN COUNTY,LEWISTON,1924-01-06,1924-01-12,0-130,US Nationally Notifiable Disease Surveillance System,0,1924
87290,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MAINE,US-ME,CUMBERLAND COUNTY,PORTLAND,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
241091,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MAINE,US-ME,KENNEBEC COUNTY,WATERVILLE,1923-02-04,1923-02-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
273289,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MAINE,US-ME,KNOX COUNTY,ROCKLAND,1915-01-10,1915-01-16,0-130,US Nationally Notifiable Disease Surveillance System,1,1915
266786,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MAINE,US-ME,PENOBSCOT COUNTY,BANGOR,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
196557,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MAINE,US-ME,SAGADAHOC COUNTY,BATH,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
238545,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MAINE,US-ME,YORK COUNTY,BIDDEFORD,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
272306,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MAINE,US-ME,YORK COUNTY,SANFORD,1923-11-04,1923-11-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
135710,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MARYLAND,US-MD,ALLEGANY COUNTY,CUMBERLAND,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
200856,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MARYLAND,US-MD,DORCHESTER COUNTY,CAMBRIDGE,1895-05-05,1895-05-11,0-130,US Nationally Notifiable Disease Surveillance System,7,1895
178957,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MARYLAND,US-MD,FREDERICK COUNTY,FREDERICK,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
303080,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MARYLAND,US-MD,WASHINGTON COUNTY,HAGERSTOWN,1917-07-15,1917-07-21,0-130,US Nationally Notifiable Disease Surveillance System,1,1917
311439,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,BERKSHIRE COUNTY,ADAMS,1923-04-22,1923-04-28,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
143903,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,BERKSHIRE COUNTY,NORTH ADAMS,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
146336,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,BERKSHIRE COUNTY,PITTSFIELD,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
309518,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,BRISTOL COUNTY,ATTLEBORO,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
76962,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,BRISTOL COUNTY,FALL RIVER,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,4,1941
114802,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,BRISTOL COUNTY,NEW BEDFORD,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,8,1923
188742,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,BRISTOL COUNTY,NORTH ATTLEBORO,1920-01-11,1920-01-17,0-130,US Nationally Notifiable Disease Surveillance System,2,1920
150288,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,BRISTOL COUNTY,TAUNTON,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
181661,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,AMESBURY,1923-02-18,1923-02-24,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
171454,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,ANDOVER,1894-06-10,1894-06-16,0-130,US Nationally Notifiable Disease Surveillance System,1,1894
171770,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,BEVERLY,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
312858,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,DANVERS,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
200751,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,GLOUCESTER,1913-07-06,1913-07-12,0-130,US Nationally Notifiable Disease Surveillance System,2,1913
97098,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,HAVERHILL,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
157418,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,LAWRENCE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
84652,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,LYNN,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
316578,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,MARLBORO,1911-03-19,1911-03-25,0-130,US Nationally Notifiable Disease Surveillance System,1,1911
309977,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,METHUEN,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
161074,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,NEWBURYPORT,1923-02-11,1923-02-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
311352,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,PEABODY,1923-02-11,1923-02-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
108988,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,SALEM,1923-02-04,1923-02-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
312778,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,ESSEX COUNTY,SAUGUS,1923-06-24,1923-06-30,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
219509,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,FRANKLIN COUNTY,GREENFIELD,1923-03-04,1923-03-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
240502,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,HAMPDEN COUNTY,CHICOPEE,1923-02-25,1923-03-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
313936,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,HAMPDEN COUNTY,HOLLAND,1919-12-28,1920-01-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1919
216205,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,HAMPDEN COUNTY,HOLYOKE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
196280,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,HAMPDEN COUNTY,PALMER,1915-03-21,1915-03-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1915
89858,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,HAMPDEN COUNTY,SPRINGFIELD,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
310887,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,HAMPDEN COUNTY,WEST SPRINGFIELD,1923-05-06,1923-05-12,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
219616,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,HAMPDEN COUNTY,WESTFIELD,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
312327,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,HAMPSHIRE COUNTY,EASTHAMPTON,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
144791,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,HAMPSHIRE COUNTY,NORTHAMPTON,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
299744,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,HAMPSHIRE COUNTY,PLAINFIELD,1913-11-23,1913-11-29,0-130,US Nationally Notifiable Disease Surveillance System,4,1913
302995,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,ARLINGTON,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
314771,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,BELMONT,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
77812,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,CAMBRIDGE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
182535,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,EVERETT,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
309719,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,FRAMINGHAM,1923-04-08,1923-04-14,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
286200,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,LEXINGTON,1906-07-08,1906-07-14,0-130,US Nationally Notifiable Disease Surveillance System,4,1906
44927,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,LOWELL,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
235545,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,MALDEN,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,4,1923
196768,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,MARLBOROUGH,1920-01-04,1920-01-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
191845,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,MEDFORD,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
204398,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,MELROSE,1923-02-11,1923-02-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
310583,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,NATICK,1923-07-01,1923-07-07,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
49398,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,NEWTON,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
148940,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,SOMERVILLE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
196451,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,WAKEFIELD,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
197457,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,WALTHAM,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
310240,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,WATERTOWN,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
207705,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,WEST NEWTON,1910-01-02,1910-01-08,0-130,US Nationally Notifiable Disease Surveillance System,1,1910
274855,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,WINCHESTER,1923-04-01,1923-04-07,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
189638,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,MIDDLESEX COUNTY,WOBURN,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
314213,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NORFOLK COUNTY,BRAINTREE,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
190246,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NORFOLK COUNTY,BROOKLINE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
303849,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NORFOLK COUNTY,CANTON,1917-03-25,1917-03-31,0-130,US Nationally Notifiable Disease Surveillance System,3,1917
172208,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NORFOLK COUNTY,DEDHAM,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
297054,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NORFOLK COUNTY,EAST WEYMOUTH,1910-02-13,1910-02-19,0-130,US Nationally Notifiable Disease Surveillance System,1,1910
297056,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NORFOLK COUNTY,NORTH WEYMOUTH,1910-04-03,1910-04-09,0-130,US Nationally Notifiable Disease Surveillance System,1,1910
314327,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NORFOLK COUNTY,NORWOOD,1922-02-05,1922-02-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1922
252260,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NORFOLK COUNTY,QUINCY,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,4,1923
266181,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NORFOLK COUNTY,WEYMOUTH,1923-03-18,1923-03-24,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
136733,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,PLYMOUTH COUNTY,BROCKTON,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
311868,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,PLYMOUTH COUNTY,PLYMOUTH,1923-09-30,1923-10-06,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
58052,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,SUFFOLK COUNTY,BOSTON,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,10,1941
239359,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,SUFFOLK COUNTY,CHELSEA,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
229554,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,SUFFOLK COUNTY,HYDE PARK,1911-02-12,1911-02-18,0-130,US Nationally Notifiable Disease Surveillance System,1,1911
316489,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,SUFFOLK COUNTY,REVERE,1922-12-03,1922-12-09,0-130,US Nationally Notifiable Disease Surveillance System,1,1922
309396,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,SUFFOLK COUNTY,WINTHROP,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
237603,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,WORCESTER COUNTY,CLINTON,1923-02-04,1923-02-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
139370,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,WORCESTER COUNTY,FITCHBURG,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
302802,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,WORCESTER COUNTY,GARDNER,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
204845,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,WORCESTER COUNTY,LEOMINSTER,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
179211,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,WORCESTER COUNTY,MILFORD,1923-03-11,1923-03-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
315993,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,WORCESTER COUNTY,NORTHBRIDGE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
310098,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,WORCESTER COUNTY,SOUTHBRIDGE,1923-03-04,1923-03-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
312038,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,WORCESTER COUNTY,WEBSTER,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
312014,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,WORCESTER COUNTY,WESTCHESTER,1918-07-21,1918-07-27,0-130,US Nationally Notifiable Disease Surveillance System,3,1918
165695,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,WORCESTER COUNTY,WORCESTER,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,3,1941
313281,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,ALPENA COUNTY,ALPENA,1922-05-21,1922-05-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1922
215992,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,BAY COUNTY,BAY CITY,1923-11-04,1923-11-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
171247,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,BAY COUNTY,WEST BAY CITY,1901-03-10,1901-03-16,0-130,US Nationally Notifiable Disease Surveillance System,1,1901
251430,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,BERRIEN COUNTY,BENTON HARBOR,1923-05-20,1923-05-26,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
136053,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,CALHOUN COUNTY,BATTLE CREEK,1923-04-08,1923-04-14,0-130,US Nationally Notifiable Disease Surveillance System,3,1923
191407,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,CHIPPEWA COUNTY,SAULT STE. MARIE,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
285657,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,DELTA COUNTY,ESCANABA,1918-05-12,1918-05-18,0-130,US Nationally Notifiable Disease Surveillance System,1,1918
202397,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,DICKINSON COUNTY,IRON MOUNTAIN,1895-06-02,1895-06-08,0-130,US Nationally Notifiable Disease Surveillance System,1,1895
154154,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,GENESEE COUNTY,FLINT,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
312419,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,GOGEBIC COUNTY,IRONWOOD,1923-11-11,1923-11-17,0-130,US Nationally Notifiable Disease Surveillance System,4,1923
313810,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,MICHIGAN,US-MI,GRAND TRAVERSE COUNTY,TRAVERSE CITY,1920-02-22,1920-02-28,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
